repo,absolute_path,relative_path,branch_domain,source_type,canonicality,confidence,local_state,size_bytes
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/inverse-problems.md,docs/unified-recoverability-and-impossibility/inverse-problems.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1510
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/literature-anchors.md,docs/unified-recoverability-and-impossibility/literature-anchors.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,2777
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/mhd.md,docs/unified-recoverability-and-impossibility/mhd.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1550
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/no-go-counterexamples.md,docs/unified-recoverability-and-impossibility/no-go-counterexamples.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,4124
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/novelty-assessment.md,docs/unified-recoverability-and-impossibility/novelty-assessment.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,2359
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/open-problem-program.md,docs/unified-recoverability-and-impossibility/open-problem-program.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1787
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/overview.md,docs/unified-recoverability-and-impossibility/overview.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,4285
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/proof-sketches.md,docs/unified-recoverability-and-impossibility/proof-sketches.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,5666
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/qec.md,docs/unified-recoverability-and-impossibility/qec.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1423
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/theorem-candidates.md,docs/unified-recoverability-and-impossibility/theorem-candidates.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,5696
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/usefulness-guide.md,docs/unified-recoverability-and-impossibility/usefulness-guide.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,1566
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unified-recoverability-and-impossibility/validation-summary.md,docs/unified-recoverability-and-impossibility/validation-summary.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,2099
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/README.md,docs/unifying_theory/README.md,OCP / recoverability core,canonical_report,canonical,high,tracked_clean,469
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/best_next_theorem_target.md,docs/unifying_theory/best_next_theorem_target.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,2018
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/branch_boundary_explanations.md,docs/unifying_theory/branch_boundary_explanations.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2090
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/branch_limited_strengthening_final.md,docs/unifying_theory/branch_limited_strengthening_final.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3757
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/candidate_grand_frameworks.md,docs/unifying_theory/candidate_grand_frameworks.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2417
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/canonical_witnesses_and_counterexamples.md,docs/unifying_theory/canonical_witnesses_and_counterexamples.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2637
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/definitions_and_assumptions.md,docs/unifying_theory/definitions_and_assumptions.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2546
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/demoted_or_rejected_results.md,docs/unifying_theory/demoted_or_rejected_results.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1551
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/failed_unifying_theorems.md,docs/unifying_theory/failed_unifying_theorems.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,1738
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/final_theory_identity.md,docs/unifying_theory/final_theory_identity.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2905
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/final_theory_refinement_master_report.md,docs/unifying_theory/final_theory_refinement_master_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,6746
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/final_universal_core.md,docs/unifying_theory/final_universal_core.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2351
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/final_universal_core_theorems.md,docs/unifying_theory/final_universal_core_theorems.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,1107
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/framework_comparison_table.md,docs/unifying_theory/framework_comparison_table.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1351
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/language_cleanup_report.md,docs/unifying_theory/language_cleanup_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2190
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/limits_and_nonclaims.md,docs/unifying_theory/limits_and_nonclaims.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2940
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/literature_positioning_scope_limited.md,docs/unifying_theory/literature_positioning_scope_limited.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1474
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/master_object_language.md,docs/unifying_theory/master_object_language.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,5458
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/nonclaims_and_scope_limits.md,docs/unifying_theory/nonclaims_and_scope_limits.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1488
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/notation_unification.md,docs/unifying_theory/notation_unification.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1397
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/one_page_summary.md,docs/unifying_theory/one_page_summary.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2187
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/promoted_results_only.md,docs/unifying_theory/promoted_results_only.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1719
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/promoted_unifying_theorems.md,docs/unifying_theory/promoted_unifying_theorems.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,1633
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/reviewer_attack_report.md,docs/unifying_theory/reviewer_attack_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3345
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/reviewer_response_layer.md,docs/unifying_theory/reviewer_response_layer.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2581
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/shared_invariants_and_obstructions.md,docs/unifying_theory/shared_invariants_and_obstructions.md,OCP / recoverability core,no_go_doc,canonical,high,tracked_clean,4021
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/strongest_result_inventory.md,docs/unifying_theory/strongest_result_inventory.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,5528
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/system_classification_map.md,docs/unifying_theory/system_classification_map.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3317
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/theorem_dependency_map.md,docs/unifying_theory/theorem_dependency_map.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,1599
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/theorem_formation_report.md,docs/unifying_theory/theorem_formation_report.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,3942
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/theorem_hierarchy_final.md,docs/unifying_theory/theorem_hierarchy_final.md,OCP / recoverability core,theorem_doc,canonical,high,tracked_clean,5959
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/two_steps_ahead.md,docs/unifying_theory/two_steps_ahead.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2582
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/universal_core_candidates.md,docs/unifying_theory/universal_core_candidates.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3948
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/universal_core_refinement_report.md,docs/unifying_theory/universal_core_refinement_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2942
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/unifying_theory/why_this_theory_is_needed.md,docs/unifying_theory/why_this_theory_is_needed.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2555
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/descriptor-fiber-anti-classifier-branch-validation-results.md,docs/validation/descriptor-fiber-anti-classifier-branch-validation-results.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1684
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/full-integration-validation-plan.md,docs/validation/full-integration-validation-plan.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3614
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/full-integration-validation-results.md,docs/validation/full-integration-validation-results.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,4063
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/lens-integration-validation-plan.md,docs/validation/lens-integration-validation-plan.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3886
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/lens-integration-validation-results.md,docs/validation/lens-integration-validation-results.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,3672
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/live_repo_alignment_validation_results.md,docs/validation/live_repo_alignment_validation_results.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,2331
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/validation/master_validation_report.md,docs/validation/master_validation_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,954
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/docs/verification/deep_verification_report.md,docs/verification/deep_verification_report.md,OCP / recoverability core,narrative_doc,supporting,medium,tracked_clean,1059
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/bridge/bridge_divergence_vs_recovery.pdf,figures/bridge/bridge_divergence_vs_recovery.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,27295
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/bridge/bridge_operator_component_diagram.pdf,figures/bridge/bridge_operator_component_diagram.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,17798
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/bridge/bridge_projection_success_vs_failure.pdf,figures/bridge/bridge_projection_success_vs_failure.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,16548
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/ocp/ocp_minimal_augmentation.pdf,figures/ocp/ocp_minimal_augmentation.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,13177
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/ocp/ocp_operator_defect_comparison.pdf,figures/ocp/ocp_operator_defect_comparison.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,12914
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/ocp/ocp_protected_disturbance_geometry.pdf,figures/ocp/ocp_protected_disturbance_geometry.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,15495
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/ocp/ocp_rowspace_geometry.pdf,figures/ocp/ocp_rowspace_geometry.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,13569
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/recoverability/recoverability_collision_gap_threshold.pdf,figures/recoverability/recoverability_collision_gap_threshold.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,14335
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/recoverability/recoverability_minimal_augmentation_repair.pdf,figures/recoverability/recoverability_minimal_augmentation_repair.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,16597
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/recoverability/recoverability_regime_transition.pdf,figures/recoverability/recoverability_regime_transition.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,15536
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/recoverability/recoverability_rowspace_inclusion.pdf,figures/recoverability/recoverability_rowspace_inclusion.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,14007
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/figures/recoverability/recoverability_same_rank_insufficiency.pdf,figures/recoverability/recoverability_same_rank_insufficiency.pdf,OCP / recoverability core,figure,supporting,medium,tracked_clean,16746
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/applications/overview.md,papers/applications/overview.md,OCP / recoverability core,paper,canonical,high,tracked_clean,304
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/bridge_paper.md,papers/bridge_paper.md,OCP / recoverability core,paper,canonical,high,tracked_clean,13231
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/bridge_paper/completeness_checklist.md,papers/bridge_paper/completeness_checklist.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1132
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/bridge_paper/positioning_note.md,papers/bridge_paper/positioning_note.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1402
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/cross-system/overview.md,papers/cross-system/overview.md,OCP / recoverability core,paper,canonical,high,tracked_clean,290
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/descriptor-fiber-anti-classifier-branch.md,papers/descriptor-fiber-anti-classifier-branch.md,OCP / recoverability core,paper,canonical,high,tracked_clean,4155
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/drafts/current-draft-status.md,papers/drafts/current-draft-status.md,OCP / recoverability core,paper,supporting,medium,tracked_clean,285
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/finalization/cross_reference_map.md,papers/finalization/cross_reference_map.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1441
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/finalization/paper_consistency_report.md,papers/finalization/paper_consistency_report.md,OCP / recoverability core,paper,canonical,high,tracked_clean,2812
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/finalization/paper_separation_report.md,papers/finalization/paper_separation_report.md,OCP / recoverability core,paper,canonical,high,tracked_clean,2638
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/finalization/public_reference_map.md,papers/finalization/public_reference_map.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1581
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formal-development/overview.md,papers/formal-development/overview.md,OCP / recoverability core,paper,canonical,high,tracked_clean,268
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/bridge_paper.docx,papers/formats/bridge_paper.docx,OCP / recoverability core,paper,canonical,high,tracked_clean,716308
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/bridge_paper.pdf,papers/formats/bridge_paper.pdf,OCP / recoverability core,paper,canonical,high,tracked_clean,814775
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/mhd_paper_upgraded.docx,papers/formats/mhd_paper_upgraded.docx,OCP / recoverability core,paper,canonical,high,tracked_clean,777134
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/mhd_paper_upgraded.pdf,papers/formats/mhd_paper_upgraded.pdf,OCP / recoverability core,paper,canonical,high,tracked_clean,965506
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/ocp_core_paper.docx,papers/formats/ocp_core_paper.docx,OCP / recoverability core,paper,canonical,high,tracked_clean,243528
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/ocp_core_paper.pdf,papers/formats/ocp_core_paper.pdf,OCP / recoverability core,paper,canonical,high,tracked_clean,343610
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/recoverability_paper_final.docx,papers/formats/recoverability_paper_final.docx,OCP / recoverability core,paper,canonical,high,tracked_clean,534762
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/formats/recoverability_paper_final.pdf,papers/formats/recoverability_paper_final.pdf,OCP / recoverability core,paper,canonical,high,tracked_clean,717758
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/foundational/overview.md,papers/foundational/overview.md,OCP / recoverability core,paper,canonical,high,tracked_clean,239
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/meta_theory_interaction_and_limits.md,papers/meta_theory_interaction_and_limits.md,OCP / recoverability core,paper,canonical,high,tracked_clean,8222
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/meta_theory_real_addition.md,papers/meta_theory_real_addition.md,OCP / recoverability core,paper,canonical,high,tracked_clean,5973
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/mhd_paper/completeness_checklist.md,papers/mhd_paper/completeness_checklist.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1262
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/mhd_paper/positioning_note.md,papers/mhd_paper/positioning_note.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1633
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/mhd_paper_upgraded.md,papers/mhd_paper_upgraded.md,OCP / recoverability core,paper,canonical,high,tracked_clean,17946
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/negative-results/overview.md,papers/negative-results/overview.md,OCP / recoverability core,paper,canonical,high,tracked_clean,291
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/ocp_core_paper.md,papers/ocp_core_paper.md,OCP / recoverability core,paper,canonical,high,tracked_clean,10436
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/ocp_core_paper/completeness_checklist.md,papers/ocp_core_paper/completeness_checklist.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1230
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/ocp_core_paper/positioning_note.md,papers/ocp_core_paper/positioning_note.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1403
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/public_reference_map.md,papers/public_reference_map.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1807
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/push_plan.md,papers/push_plan.md,OCP / recoverability core,paper,canonical,high,tracked_clean,3169
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/recoverability_paper/claim_status_note.md,papers/recoverability_paper/claim_status_note.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1655
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/recoverability_paper/completeness_checklist.md,papers/recoverability_paper/completeness_checklist.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1918
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/recoverability_paper_final.md,papers/recoverability_paper_final.md,OCP / recoverability core,paper,canonical,high,tracked_clean,28555
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/release_audit.md,papers/release_audit.md,OCP / recoverability core,paper,canonical,high,tracked_clean,3581
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/release_final_summary.md,papers/release_final_summary.md,OCP / recoverability core,paper,canonical,high,tracked_clean,3486
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/repo_alignment_report.md,papers/repo_alignment_report.md,OCP / recoverability core,paper,canonical,high,tracked_clean,2115
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/style/author_identity_style_note.md,papers/style/author_identity_style_note.md,OCP / recoverability core,paper,canonical,high,tracked_clean,912
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/style/clean_reference_list.md,papers/style/clean_reference_list.md,OCP / recoverability core,paper,canonical,high,tracked_clean,1175
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/style/field_conventions_report.md,papers/style/field_conventions_report.md,OCP / recoverability core,paper,canonical,high,tracked_clean,5708
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/style/unified_paper_template.md,papers/style/unified_paper_template.md,OCP / recoverability core,paper,canonical,high,tracked_clean,2379
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/unifying_theory_framework.md,papers/unifying_theory_framework.md,OCP / recoverability core,paper,canonical,high,tracked_clean,8209
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/papers/unifying_theory_framework_final.md,papers/unifying_theory_framework_final.md,OCP / recoverability core,paper,canonical,high,tracked_clean,7457
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/pyproject.toml,pyproject.toml,OCP / recoverability core,supporting,supporting,medium,tracked_clean,552
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_cross_domain_exploration.py,scripts/compare/run_cross_domain_exploration.py,OCP / recoverability core,script,supporting,medium,tracked_clean,56033
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_decision_layer_examples.py,scripts/compare/run_decision_layer_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,1969
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_design_examples.py,scripts/compare/run_design_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,3201
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_discovery_mixer_examples.py,scripts/compare/run_discovery_mixer_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,913
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_fiber_recoverability_examples.py,scripts/compare/run_fiber_recoverability_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,17005
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_major_expansion_candidate.py,scripts/compare/run_major_expansion_candidate.py,OCP / recoverability core,script,supporting,medium,tracked_clean,52060
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_next_phase_examples.py,scripts/compare/run_next_phase_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,5571
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_operator_examples.py,scripts/compare/run_operator_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,9223
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_professional_validation_audit.py,scripts/compare/run_professional_validation_audit.py,OCP / recoverability core,script,supporting,medium,tracked_clean,60889
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_recoverability_examples.py,scripts/compare/run_recoverability_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,25903
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_structural_discovery_examples.py,scripts/compare/run_structural_discovery_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,5825
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_tool_qualification.py,scripts/compare/run_tool_qualification.py,OCP / recoverability core,script,supporting,medium,tracked_clean,54741
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/compare/run_unified_recoverability_examples.py,scripts/compare/run_unified_recoverability_examples.py,OCP / recoverability core,script,supporting,medium,tracked_clean,353
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/falsification/apply_status_overrides.py,scripts/falsification/apply_status_overrides.py,OCP / recoverability core,script,supporting,medium,tracked_clean,1485
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/falsification/build_counterexample_catalog.py,scripts/falsification/build_counterexample_catalog.py,OCP / recoverability core,script,supporting,medium,tracked_clean,5991
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/falsification/build_falsification_summary.py,scripts/falsification/build_falsification_summary.py,OCP / recoverability core,script,supporting,medium,tracked_clean,2015
ocp-research-program,/Users/stevenreid/Documents/New project/repos/ocp-research-program/scripts/falsification/build_full_claim_audit.py,scripts/falsification/build_full_claim_audit.py,OCP / recoverability core,script,supporting,medium,tracked_clean,7339
